"Accepted Symbol","Synonym Symbol","Scientific Name","PLANTS Floristic Area","State and Province","Category","Kingdom","Duration","Growth Habit","Active Growth Period","After Harvest Regrowth Rate","Fall Conspicuous","Fire Resistance","Flower Color","Flower Conspicuous","Foliage Color","Foliage Porosity Summer","Foliage Porosity Winter","Foliage Texture","Fruit Color","Fruit Conspicuous","Growth Form","Growth Rate","Height at Base Age, Maximum (feet)","Height, Mature (feet)","Leaf Retention","Lifespan","Low Growing Grass","Shape and Orientation","Toxicity","Adapted to Coarse Textured Soils","Adapted to Medium Textured Soils","Adapted to Fine Textured Soils","Drought Tolerance","Fertility Requirement","Fire Tolerance","Moisture Use","Precipitation (Minimum)","Precipitation (Maximum)","Shade Tolerance","Temperature, Minimum (F)","Bloom Period","Propogated by Bulbs","Berry/Nut/Seed Product","Palatable Human"
"TIHE4","","Tibouchina heteromalla","","","Dicot","Plantae","Perennial","Shrub","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TILA7","","Tibouchina laxa","","","Dicot","Plantae","Perennial","Shrub","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TISE2","","Tibouchina semidecandra","","","Dicot","Plantae","Perennial","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TIUR","","Tibouchina urvilleana","HI, PR","USA+(PR), USA(HI)","Dicot","Plantae","Perennial","Tree, Shrub","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TILA2","","Tidestromia lanuginosa","NA (L48)","USA(AZ, CA, CO, IL, KS, LA, MO, NM, NV, OK, PA, SD, TX, UT)","Dicot","Plantae","Annual","Forb/herb","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TIOB","","Tidestromia oblongifolia","NA (L48)","USA(AZ, CA, NV, TX, UT)","Dicot","Plantae","Perennial","Subshrub, Shrub, Forb/herb","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TIGR4","","Tigridia grandiflora","","","Monocot","Plantae","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TIPA6","","Tigridia pavonia","","","Monocot","Plantae","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TILIA","","Tilia","NA (L48)","CAN(MB, NB, NS, ON, PE, QC, SK), USA(AL, AR, CT, DC, DE, FL, GA, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, NC, ND, NE, NH, NJ, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, VA, VT, WI, WV)","Dicot","Plantae","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TIAM","","Tilia americana","NA (L48, CAN)","CAN(MB, NB, ON, QC, SK), USA(AL, AR, CT, DC, DE, FL, GA, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, NC, ND, NE, NH, NJ, NY, OH, OK, PA, RI, SC, SD, TN, TX, VA, VT, WI, WV)","Dicot","Plantae","Perennial","Tree","Spring and Summer","","Yes","No","Yellow","Yes","Green","Dense","Porous","Medium","Brown","No","Single Stem","Moderate","60","100","No","Moderate","No","Erect","None","Yes","Yes","No","Low","Medium","Medium","Medium","21","80","Tolerant","-46","Late Spring","No","No","No"
"TIAMA","","Tilia americana var. americana","NA (L48, CAN)","CAN(MB, NB, ON, QC, SK), USA(CT, DC, DE, IA, IL, IN, KS, KY, MA, MD, ME, MI, MN, MO, NC, ND, NE, NH, NJ, NY, OH, OK, PA, RI, SC, SD, VA, VT, WI, WV)","Dicot","Plantae","Perennial","Tree","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TIAMC","","Tilia americana var. caroliniana","NA (L48)","USA(AL, AR, FL, GA, KY, LA, MO, MS, NC, OK, SC, TN, TX)","Dicot","Plantae","Perennial","Tree","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TIAMC","TIFL3","Tilia floridana","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TIAMH","","Tilia americana var. heterophylla","NA (L48, CAN)","CAN(NB, ON), USA(AL, AR, DC, FL, GA, IA, IL, IN, KY, LA, MA, MD, ME, MO, MS, NC, NJ, NY, OH, PA, SC, TN, VA, WV)","Dicot","Plantae","Perennial","Tree","Spring and Summer","","No","No","Yellow","No","Green","Moderate","Porous","Medium","Brown","No","Single Stem","Moderate","50","90","No","Moderate","No","Erect","None","No","Yes","No","Low","High","Low","High","35","80","Tolerant","-21","Early Summer","No","No","No"
"TIAMH","TIHE","Tilia heterophylla","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TICO2","","Tilia cordata","NA (L48, CAN)","CAN(NB, NS, ON), USA(CT, MA, MD, ME, NJ, NY)","Dicot","Plantae","Perennial","Tree","Spring and Summer","","Yes","No","Yellow","No","Green","Dense","Porous","Fine","Brown","No","Single Stem","Moderate","45","100","No","Moderate","No","Erect","None","Yes","Yes","No","Medium","Medium","High","Medium","30","60","Intermediate","-33","Early Summer","No","No","No"
"TIPE","","Tilia petiolaris","NA (L48)","USA(MA)","Dicot","Plantae","Perennial","Tree","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TILLA2","","Tillandsia","NA (L48)","USA+(PR, VI), USA(AL, AR, AZ, FL, GA, LA, MD, MS, NAV, NC, NM, SC, TX, VA)","Monocot","Plantae","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TIBU","","Tillandsia bulbosa","NA (L48), PR","USA+(PR), USA(FL)","Monocot","Plantae","Perennial","Forb/herb","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TIFA","","Tillandsia fasciculata","NA (L48), PR, VI","USA+(PR, VI), USA(FL, GA)","Monocot","Plantae","Perennial","Forb/herb","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TIRE","","Tillandsia recurvata","NA (L48, NAV), PR, VI","USA+(PR, VI), USA(AZ, FL, GA, LA, NAV, NM, TX)","Monocot","Plantae","Perennial","Forb/herb","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TITE","","Tillandsia tenuifolia","PR","USA+(PR)","Monocot","Plantae","Perennial","Forb/herb","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TIUS","","Tillandsia usneoides","NA (L48), PR, VI","USA+(PR, VI), USA(AL, AR, FL, GA, LA, MD, MS, NC, SC, TX, VA)","Monocot","Plantae","Perennial","Vine, Forb/herb","Spring and Summer","","Yes","No","White","No","White-Gray","Dense","Dense","Fine","Black","No","Multiple Stem","Slow","","","Yes","Moderate","No","Irregular","None","No","No","No","None","Low","None","Medium","40","75","Tolerant","22","Late Summer","No","No","No"
"TIUT","","Tillandsia utriculata","NA (L48, NAV), PR, VI","USA+(PR, VI), USA(FL, GA, NAV)","Monocot","Plantae","Perennial","Forb/herb","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TIAU70","","Timmia austriaca","NA (L48)","","Moss","Plantae","","Nonvascular","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TIMEB","","Timmia megapolitana var. bavarica","NA (L48)","","Moss","Plantae","","Nonvascular","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TIMEB","TIBA4","Timmia bavarica","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TIDI","","Tipularia discolor","NA (L48)","USA(AL, AR, DC, DE, FL, GA, IL, IN, KY, LA, MA, MD, MI, MO, MS, NC, NJ, NY, OH, OK, PA, SC, TN, TX, VA, WV)","Monocot","Plantae","Perennial","Forb/herb","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TICA3","","Tiquilia canescens","NA (L48)","USA(AZ, CA, NM, NV, TX, UT)","Dicot","Plantae","Perennial","Subshrub","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TIGR","","Tiquilia greggii","NA (L48)","USA(NM, TX)","Dicot","Plantae","Perennial","Shrub, Subshrub","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TIGR","COGR","Coldenia greggii","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TIHI","","Tiquilia hispidissima","NA (L48)","USA(NM, TX)","Dicot","Plantae","Perennial","Subshrub","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TIHI","COHI","Coldenia hispidissima","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TILA6","","Tiquilia latior","NA (L48)","USA(AZ, NM, NV, UT)","Dicot","Plantae","Perennial","Subshrub, Forb/herb","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TINU2","","Tiquilia nuttallii","NA (L48)","USA(AZ, CA, CO, ID, MO, NV, OR, UT, WA, WY)","Dicot","Plantae","Annual","Forb/herb","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TIPL2","","Tiquilia plicata","NA (L48)","USA(AZ, CA, NV)","Dicot","Plantae","Perennial","Subshrub, Forb/herb","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TIPL2","COPL","Coldenia plicata","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TIDI2","","Tithonia diversifolia","NA (L48), HI, PR","USA+(PR), USA(FL, HI)","Dicot","Plantae","Annual, Perennial","Subshrub, Forb/herb","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TIRO","","Tithonia rotundifolia","NA (L48), PR, VI","USA+(PR, VI), USA(FL, LA)","Dicot","Plantae","Annual, Perennial","Forb/herb","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TOFIE","","Tofieldia","GL (L48, GL)","CAN(AB, BC, LB, MB, NF, NT, NU, ON, QC, SK, YT), DEN(GL), USA(AK, MI, MN, MT, NC, SC)","Monocot","Plantae","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TOGL","","Tofieldia glabra","NA (L48)","USA(NC, SC)","Monocot","Plantae","Perennial","Forb/herb","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TOME","","Tolmiea menziesii","NA (L48, AK, CAN)","CAN(BC), USA(AK, CA, OR, WA)","Dicot","Plantae","Perennial","Forb/herb","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TONI70","","Tomentypnum nitens","NA (L48)","","Moss","Plantae","","Nonvascular","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TOTE","","Tonella tenella","NA (L48, CAN)","CAN(BC), USA(CA, OR, WA)","Dicot","Plantae","Annual","Forb/herb","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TOPY","","Tonestus pygmaeus","NA (L48)","USA(CO, MT, NM, WY)","Dicot","Plantae","Perennial","Forb/herb","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TONIN","","Toninia","NA (L48)","","Lichen","Fungi","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TOCI","","Toona ciliata","NA (L48), HI, PR","USA+(PR), USA(HI, MD)","Dicot","Plantae","Perennial","Tree","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TOCIA","","Toona ciliata ssp. ciliata var. australis","NA (L48), HI, PR","USA+(PR), USA(HI, MD)","Dicot","Plantae","Perennial","Tree","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TOCIA","TOAU2","Toona australis","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TOAR","","Torilis arvensis","NA (L48, CAN)","CAN(BC), USA(AL, AR, CA, DC, FL, GA, IA, ID, IL, IN, KS, KY, LA, MD, MO, MS, NC, NE, NJ, NY, OH, OK, OR, PA, SC, TN, TX, UT, VA, WA, WV)","Dicot","Plantae","Annual","Forb/herb","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TORRE","","Torreya","NA (L48)","USA(CA, FL, GA, OR)","Gymnosperm","Plantae","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TOCA","","Torreya californica","NA (L48)","USA(CA, OR)","Gymnosperm","Plantae","Perennial","Tree","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TOTA","","Torreya taxifolia","NA (L48)","USA(FL, GA)","Gymnosperm","Plantae","Perennial","Tree","Spring and Summer","","No","No","","No","Green","Moderate","Moderate","Fine","Blue","Yes","Single Stem","Moderate","20","40","Yes","Moderate","No","Erect","None","No","Yes","No","Low","Medium","None","Medium","30","60","Tolerant","12","Mid Spring","No","No","No"
"TOPAP3","","Torreyochloa pallida var. pauciflora","NA (L48, AK, CAN)","CAN(AB, BC, YT), USA(AK, AZ, CA, CO, ID, MT, NM, NV, OR, SD, UT, WA, WY)","Monocot","Plantae","Perennial","Graminoid","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TOPAP3","PUPA3","Puccinellia pauciflora","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TOFL4","","Tortella flavovirens","NA (L48)","","Moss","Plantae","","Nonvascular","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TOFR70","","Tortella fragilis","NA (L48)","","Moss","Plantae","","Nonvascular","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TOIN4","","Tortella inclinata","NA (L48)","","Moss","Plantae","","Nonvascular","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TOTO70","","Tortella tortuosa","NA (L48)","","Moss","Plantae","","Nonvascular","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TOCA10","","Tortula caninervis","NA (L48)","","Moss","Plantae","","Nonvascular","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TOIN5","","Tortula inermis","NA (L48)","","Moss","Plantae","","Nonvascular","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TOLA5","","Tortula laevipila","NA (L48)","","Moss","Plantae","","Nonvascular","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TOLA4","","Tortula latifolia","NA (L48)","","Moss","Plantae","","Nonvascular","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TOMU","","Tortula muralis","NA (L48)","USA(NY)","Moss","Plantae","","Nonvascular","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TONO2","","Tortula norvegica","NA (L48)","","Moss","Plantae","","Nonvascular","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TOPA7","","Tortula pagorum","NA (L48)","","Moss","Plantae","","Nonvascular","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TOPA8","","Tortula papillosa","NA (L48)","","Moss","Plantae","","Nonvascular","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TORU70","","Tortula ruralis","NA (L48)","USA(NY)","Moss","Plantae","","Nonvascular","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TORU70","TOIN7","Tortula intermedia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TORU70","TORU2","Tortula ruraliformis","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TOSU2","","Tortula subulata","NA (L48)","","Moss","Plantae","","Nonvascular","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TOVI3","","Tortula virescens","NA (L48)","","Moss","Plantae","","Nonvascular","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TOAR2","","Tournefortia argentea","NA (L48), HI","USA (HI, UM)","Dicot","Plantae","Perennial","Tree","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TOHI","","Tournefortia hirsutissima","NA (L48), PR, VI","USA+(PR, VI), USA(FL, TX)","Dicot","Plantae","Perennial","Vine, Shrub","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TOMA","","Tournefortia maculata","PR","USA+(PR)","Dicot","Plantae","Perennial","Vine, Shrub","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TOSC3","","Tournefortia scabra","PR","USA+(PR)","Dicot","Plantae","Perennial","Vine, Shrub","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TOVO","","Tournefortia volubilis","NA (L48, NAV), PR, VI","USA+(PR, VI), USA(FL, NAV, TX)","Dicot","Plantae","Perennial","Vine","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TOWNS","","Townsendia","NA (L48)","CAN(AB, BC, MB, SK, YT), USA(AK, AZ, CA, CO, ID, KS, MT, ND, NE, NM, NV, OK, OR, SD, TX, UT, WA, WY)","Dicot","Plantae","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
